Blueprint	Name	Description	Grouping	Category	Family	Classification	Heavy	Two Handed	Min Damage	Max Damage	Armor Pen	Dodge Reduction	Extra Hit Chance	Rate of Fire	Recoil	Max Range	Ammo	Attack 1	Type	Cost	GFX	On Hit	Attack 2	Type	Cost	GFX	On Hit	Attack 3	Type	Cost	GFX	On Hit	Attack 4	Type	Cost	GFX	On Hit	Attack 5	Type	Cost	GFX	On Hit	Sources	Extra Facts
DeathCultPowerBladeT1CH4_Item	Power Blade		Sword	Melee	Blade	Sword	false	true	36	49	45	0	0	0	0	1	-1	BladeMeleeAttack_Ability	SingleShot	1	PowerSword_AbilityFXSettings		BladeTwoHanded_AoEAbility	AOE	2	PowerSword_AbilityFXSettings			None					None					None				Unit - DLC1_DeathCultTemple: DeathCultAdept_Melee_CultFinalDuel, Unit - DLC1_DeathCultTemple: DeathCultProphet_Peacefull, Unit - DLC1_DeathCultTemple: DeathCultReaper_Melee_CultFinalDuel, Unit - DLC1_DeathCultTemple: DeathCultReaper_Melee_CultFinalDuel_02	Blade_Feature
DeathCultPowerBladeUnique1_Item	Cold Blooded	This blade has an additional attack called {g|f:ca399340605f44899dadca4efa5422d4}Double-Edged Strike{/g}.	Sword	Melee	Blade	Sword	false	true	20	40	50	0	0	0	0	1	-1	BladeMeleeAttack_Ability	SingleShot	1	PowerSword_AbilityFXSettings		BladeTwoHanded_AoEAbility	AOE	2	PowerSword_AbilityFXSettings		DeathCultPowerBladeUnique1DoubleEdge_Ability	Custom	1				None					None				Vendor - DrusianChapter4_VendorTable_Base 97PF	Blade_Feature	DeathCultPowerBladeUnique1_Feature
DeathCultSwordCH2Unique_Item	Blade of Sorrow	This blade can only perform area attacks. Attacks of opportunity performed with it are also area attacks.	Sword	Melee	Blade	Sword	false	false	14	18	15	0	0	0	0	1	-1	BladeOneHanded_AoEAbility	AOE	1	Sword_AbilityFXSettings			None					None					None					None				Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver3, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver4, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver5, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver6	Blade_Feature
DeathCultSwordCH4Unique1_Item	Singing Retribution	This blade deals an additional +{uip|Damage|483093afe6d34109a1eba3000eec4d9a}% damage to enemies with more than 50% wounds.	Sword	Melee	Blade	Sword	false	false	30	35	25	0	0	0	0	1	-1	BladeMeleeAttack_Ability	SingleShot	1	Sword_AbilityFXSettings		BladeOneHanded_AoEAbility	AOE	2	Sword_AbilityFXSettings			None					None					None				Unit - DLC1_DeathCultTemple: TheMaster_Melee_CultFinalDuel	Blade_Feature	DeathCultSwordCH4Unique1_Feature
DeathCultSwordCH4Unique2_Item	Whispering Mercy	This blade deals an additional +{uip|Damage|c4ae9d253c654ac5804f7a9bdd49bb61}% damage to enemies with less than 50% wounds.	Sword	Melee	Blade	Sword	false	false	30	50	10	0	0	0	0	1	-1	BladeMeleeAttack_Ability	SingleShot	1	Sword_AbilityFXSettings		BladeOneHanded_AoEAbility	AOE	2	Sword_AbilityFXSettings			None					None					None				Unit - DLC1_DeathCultTemple: TheMaster_Melee_CultFinalDuel	Blade_Feature	DeathCultSwordCH4Unique2_Feature
DeathCultSwordT1CH4_Item	Bloody Blade		Sword	Melee	Blade	Sword	false	false	35	42	30	0	0	0	0	1	-1	BladeMeleeAttack_Ability	SingleShot	1	Sword_AbilityFXSettings		BladeOneHanded_AoEAbility	AOE	2	Sword_AbilityFXSettings			None					None					None				Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel, Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel, Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel_02, Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel_02, Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel_03, Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel_03, Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel_04, Unit - DLC1_DeathCultTemple: DeathCultExecutioner_Melee_CultFinalDuel_04, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver3, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver4, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver5, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullWeaver6, Unit - ExportedPregens: KibellahCompanion_Level42_OlegParty_ExportedPregen	Blade_Feature
DeathCultSword_Item	Spinner's Blade		Sword	Melee	Blade	Sword	false	false	8	10	5	0	0	0	0	1	-1	BladeMeleeAttack_Ability	SingleShot	1	Sword_AbilityFXSettings		BladeOneHanded_AoEAbility	AOE	2	Sword_AbilityFXSettings			None					None					None				Unit - DLC1_DeathCultTemple: BloodTrainingEnforcer, Unit - DLC1_DeathCultTemple: DeathCultistOneWeapon_Peacefull, Unit - DLC1_DeathCultTemple: DeathCultist_PariahFromLowerTonnels, Unit - DLC1_DeathCultTemple: DeathCultist_PariahFromLowerTonnels, Unit - DLC1_DeathCultTemple: DeathCultist_Peacefull, Unit - DLC1_DeathCultTemple: DeathCultist_Peacefull, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullDistortion, Unit - DLC1_DeathCultTemple: DeathCultist_PeacefullDistortion, Unit - ExportedPregens: 4y6_Kibellah_22lvl_ExportedPregen, Unit - ExportedPregens: 4y6_Kibellah_27lvl_ExportedPregen_ExportedPregen, Unit - ExportedPregens: CassiaCompanion_Level25_MikandraParty_ExportedPregen, Unit - ExportedPregens: Kibellah6_ExportedPregen, Unit - ExportedPregens: KibellahCompanion_Level25_MikandraParty_ExportedPregen, Unit - ExportedPregens: PlayerRT_Level25_MikandraParty_ExportedPregen, Unit - KibellahCompanion: KibellahCompanion, Chest - DeathCultTemple: AdeptusMechanicus_GoodLoot1	Blade_Feature
DesolationBlastPistolItem	Desolation Blast Pistol	Every {g|Encyclopedia:HitSequenceGlossary}hit{/g} from this pistol inflicts +1 stack of {g|Encyclopedia:MeltingEffect}melting{/g}.	BlastGun	Pistol	Laser	false	false	false	23	35	75	30	0	1	0	12	10	BlastPistolAoEAbility	AOE	2	LanceShot_AbilityFXSettings_D12		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None					None				Unit - ExportedPregens: Henrix35Yremeris_ExportedPregen, Unit - ExportedPregens: JaeCompanion_lvl38_treasureworld_ExportedPregen, Unit - ExportedPregens: jae_lv38_chordafight_ExportedPregen, Unit - MarazhaiCompanion: MarazhaiCompanionNPC, Chest - CR0: ReavingTempestSpire_GoodLoot03	DesolationBlastPistolFeature	LaserCoverReduce_Feature
DesolationDarkLanceItem	Pitch-Black Desolator	This weapon inflicts a special immolation effect that inflicts {g|Encyclopedia:BurningEffect}burning{/g} (8) but cannot be removed until the end of combat. The target also must pass a {g|Encyclopedia:WarhammerToughness}Toughness{/g} {g|Encyclopedia:ResistanceTest}resistance test{/g} with a +5 {g|Encyclopedia:Bonus}bonus{/g} or become {g|Encyclopedia:Stun}stunned{/g} for 1 {g|Encyclopedia:Round}round{/g}.	BlastGun	Basic	Laser	false	false	true	25	40	50	30	0	1	0	15	10	BlasterAoEAbility	SingleShot	2	Darklight_Shot_AbilityFXSettings		ReloadAbility	Reload	4				None					None					None				Vendor - HaemunculiChapter3_VendorTable_Advanced 0PF	DesolationDarkLanceFeature	LaserCoverReduce_Feature
DespathcheringAxe_Item	Disemboweler	Increases the {g|Encyclopedia:BleedingEffect}bleeding{/g} level caused by this axe by +1 until the end of combat for each strike attack performed by it.	Axe	Melee	Primitive	false	true	false	23	33	20	0	0	0	0	1	-1	MeleeAttack_ability	SingleShot	1	Axe_AbilityFXSettings		OneHandedAxe_AoEAbility	AOE	2	Axe_AbilityFXSettings		Axe_BleedAbility	SingleShot	2	Axe_AbilityFXSettings	Axe_BleedAbilityAdditionalEffect		None					None				Chest - Quetza-al_Khet: Loot_Good_Massacre_TechRoom	DespathcheringAxe_Feature	Bleeding_Power10_ForWeapon_Feature
DivinersStaff_Item	Diviner's Staff	The wielder of this staff gains the <b>Consign</b> {g|Encyclopedia:Ability}ability{/g}. The ability is also available in its {g|Encyclopedia:HeroicAct}heroic act{/g} and {g|Encyclopedia:DesperateMeasure}desperate measure{/g} versions.\n<indent=5%>+5 {g|Encyclopedia:WarhammerWillpower}Willpower{/g}</indent>\n<indent=5%>+5 {g|Encyclopedia:WarhammerPerception}Perception{/g}</indent>	PsykerStaff	Melee	Primitive	false	false	true	4	8	0	0	0	0	0	1	-1	MacesMeleeAttack_Ability	SingleShot	1	BluntAttack_AbilityFXSettings		Divination_Weapon_Consign_Ability	Custom	0			Divination_Weapon_Consign_AbilityHeroic	Custom	0			Divination_Weapon_Consign_AbilityDesperate	Custom	0				None				Unit - Ch04_Canteena: Ch04Chorda_Psyker_unit, Unit - Ch05_Epitaph: Ch05Inquisitor_Psyker_unit, Chest - JailPlanetoid: Loot_Good_Hidden - Table	Willpower5_Feature	Perception5_Feature
DjinBladeIremeriss_Item	Djin Blade of Yremeryss	If the wielder deals {g|Encyclopedia:DamageGlossary}damage{/g} to the target with this sword, the wielder gets a +3 {g|Encyclopedia:Bonus}bonus{/g} to their {g|Encyclopedia:WarhammerWeaponSkill}Weapon Skill{/g}, {g|Encyclopedia:WarhammerBallisticSkill}Ballistic Skill{/g}, {g|Encyclopedia:WarhammerToughness}Toughness{/g}, and {g|Encyclopedia:WarhammerStrength}Strength{/g}, while the target suffers a −3 {g|Encyclopedia:Penalty}penalty{/g} to the same {g|Encyclopedia:Characteristic}characteristics{/g} until the end of combat.	Sword	Melee	Primitive	Sword	false	false	28	38	25	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	Sword_AbilityFXSettings		OneHandedSword_AoEAbility	AOE	2	Sword_AbilityFXSettings			None					None					None				Unit - Ch02_PenalWorld: Iremeris, Unit - Ch03_ReavingTempestSpire: Yremeriss_unit, Unit - Ch03_VectThroneRoom: VectThrone_Court_Real_Iremerris, Unit - Ch05_Epitaph: Ch05Inquisitor_Heinrix_unit, Unit - ExportedPregens: HeinrixCompanion_Level37_TesseraParty_ExportedPregen, Unit - ExportedPregens: HeinrixCompanion_Level37_ValladinParty_ExportedPregen, Unit - ExportedPregens: KibellahCompanion_Level42_OlegParty_ExportedPregen, Unit - MarazhaiCompanion: MarazhaiCompanionNPC	DjinBladeIremeriss_Feature	Parry10_Feature
DoubleBarelled_Shotgun_Item	Double-Barreled Shotgun	This shotgun never misses.	Shotgun	Basic	Solid	Shotgun	false	true	70	100	1	33	0	2	0	7	2	ShotgunDouplet_ScatterAbility	AOE	1	Shotgun_Shot_AbilityFXSettings		ReloadAbility	Reload	2	Shotgun_Shot_AbilityFXSettings			None					None					None				Vendor - PirateChapter4_VendorTable_Base 99PF	ShotgunPush_Feature	DoubleBarelled_Shotgun_Feature	SolidProjectileWeapon_Feature
DrukhariIncubusKlaive_Item	Incubus Klaive		Sword	Melee	Exotic	Sword	false	true	21	32	35	0	0	0	15	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	DrukhariKlaive_AbilityFXSettings		MeleeAoESTwoHandedSword_ability	AOE	2	DrukhariKlaive_AoE_AbilityFXSettings			None					None					None				Unit - Ch02_SantielsPrideUnderhive: DrukhariIncubus, Unit - Ch03_ReavingTempestSpire: DrukhariYremeriss_Incubus_unit, Unit - Ch03_VectTh: DrukhariIncubsWatchman, Unit - MarazhaiCompanion: MarazhaiCompanion, Chest - CR33: Drukhari_PrisonStreets01	Parry10_Feature
DrukhariKlaive_Item	Drukhari Klaive		Sword	Melee	Exotic	Sword	false	true	16	24	35	0	0	0	15	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	DrukhariKlaive_AbilityFXSettings		MeleeAoESTwoHandedSword_ability	AOE	2	DrukhariKlaive_AoE_AbilityFXSettings			None					None					None				Unit - Ch02_DeadlyGardens: DrukhariIncubusDeadlyGardens, Unit - Ch03_CommorraghArena: DrukhariIncubus_Melee_ArenaFiend, Unit - Ch02_Lair3: Lair3RebelLeader2, Vendor - LiegeChapter2_VendorTable_Base 60PF	Parry10_Feature
DrukhariPowerSword_Item			PowerSword	Melee	Power	Sword	false	true	16	20	35	0	0	0	10	1	-1	Venom_MeleeAttack_ability	SingleShot	1	PowerSword_AbilityFXSettings		VenomBlade_AoEAbility	AOE	2	PowerSword_AbilityFXSettings			None					None					None				Unit - Ch04_FootfallSewersCh04: FootfallSewersPatrol1, Unit - Ch02_PenalWorld: Marazhai, Unit - Ch03_CommorraghArena: YrlietAbductionMarazhai, Unit - Ch03_Prison: MarazhaiNeutral, Unit - Ch03_VectTh: HarlequinZanni, Unit - FinalCompanions: HarlequinZanni_Companion, Unit - FinalCompanions: HarlequinZanni_Summon, Chest - CR0: SantielUnderhiveLaboratory02	Parry10_Feature
DuelingSwordItem	Duelling Sword	After scoring a critical {g|Encyclopedia:HitSequenceGlossary}hit{/g} with the duelling sword, if the wielder has a weapon in the other hand, they immediately attack the closest enemy with it, using whichever attack costs the least {g|Encyclopedia:ActionPoints}AP{/g}.	Sword	Melee	Primitive	Sword	false	false	17	30	15	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	Sword_AbilityFXSettings		OneHandedSword_AoEAbility	AOE	2	Sword_AbilityFXSettings			None					None					None				Unit - ExportedPregens: Sayonara_39lvl_Abelard_ExportedPregen, Vendor - PitBossChapter3_VendorTable_Advanced 0PF, Chest - Prison: Drukhari_PrisonPitOwnChest02	DuelingSwordFeature	Parry10_Feature
EldarChainSwordT2CH5_Item	Master-Crafted Aeldari Chainsword		ChainSword	Melee	Chain	Sword	false	false	30	52	15	0	0	0	10	1	-1	Eldar_MeleeAttack_ability	SingleShot	1	EldarChainSword_AbilityFXSettings		OneHandedSword_AoEAbility	AOE	1	EliteChainSword_AoE_AbilityFXSettings			None					None					None				Chest - Marazhai_Bloodright: Drukhari_Betreyal	Parry10_Feature	ChainCritDamage50_Feature
EldarChainSword_Item	Aeldari Chainsword		ChainSword	Melee	Chain	Sword	false	false	12	24	25	0	0	0	10	1	-1	Eldar_MeleeAttack_ability	SingleShot	1	EldarChainSword_AbilityFXSettings		OneHandedSword_AoEAbility	AOE	1	EliteChainSword_AoE_AbilityFXSettings			None					None					None				Unit - Ch02_AgriWorldJungle: JungleWorldEldarMeleeUnit, Unit - Ch03_ReavingTempestSpire: BloodthirstyExperiment_Melee_ReavingTempestSpire, Unit - Ch04_CrownWorld: CrownWorldHarlequin, Unit - Ch04_Quetza-al_khet: Quetza_EldarStormGuardianMelee, Unit - Ch04_Quetza-al_Khet: Quetza-al_Yrliet, Unit - ExportedPregens: Gusev_RT_26lvl_ExportedPregen, Unit - ExportedPregens: Sayonara_Jae_23lvl_ExportedPregen, Unit - ExportedPregens: Yanus19Jae_ExportedPregen, Unit - JaeCompanion: JaeCompanion, Unit - JaeCompanion: SmugglerCompanion_JaeQ1, Chest - CR0: Forest_ClimbLoot	Parry10_Feature	ChainCritDamage50_Feature
EliteBlastPistol_Item	Elite Blast Pistol	<i>Laser weapons are effective against targets in {g|Encyclopedia:DetailsOfTheCoverGlossary}cover{/g} and targets with high {g|Encyclopedia:DodgeGlossary}dodge{/g}.</i>	BlastGun	Pistol	Laser	false	false	false	26	40	70	30	0	1	0	12	10	BlastPistolAoEAbility	AOE	2	LanceShot_AbilityFXSettings_D12		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None					None				Unit - Ch02_SantielsPrideUnderhive: DrukhariSybarite, Unit - Ch04_FootfallSewersCh04: Falco, Unit - MarazhaiCompanion: MarazhaiCompanionNPC, Chest - Quetza-al_Khet: Loot_Trash_Totem_WeaponInRiver	LaserCoverReduce_Feature
EliteChainSword_Item	Elite Chainsword		ChainSword	Melee	Chain	Sword	false	false	14	17	20	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	EliteChainSword_AbilityFXSettings		OneHandedSword_AoEAbility	AOE	2	EliteChainSword_AoE_AbilityFXSettings			None					None					None				Unit - Ch02_Lair3: Lair3RebelEliteAssault, Unit - DLC2_Ch04_TreasureWorld: TreasureWorld_FeralGuard_Commissar, Unit - Ch03_Prison: HumanCommissar_MeleeRanged_Prison_Fake, Unit - Ch03_Prison: HumanCommissar_MeleeRanged_Prison_True, Unit - ExportedPregens: 4y6_Abelar_22lvl_ExportedPregen, Unit - ExportedPregens: Kibellah20lvl_ExportedPregen, Unit - ExportedPregens: zin_22_KibellahCompanion_ExportedPregen, Vendor - DrusianChapter2_VendorTable_Base 21PF, Chest - CR33: ImperiumMilitary_ComisarChest	Parry10_Feature	ChainCritDamage50_Feature
ElongatedSplinterRifle_Item	Long Splinter Rifle		Splinter	Basic	Exotic	false	false	true	18	22	20	0	10	2	10	24	36	SplinterRifle_SingleShot_Ability	SingleShot	1	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect	SplinterRifleBurstFire_Ability	Burst	2	Splinter_Shot_AbilityFXSettings	ViralToxin_withCheck0_AdditionalEffect		None				ReloadAbility	Reload	4				None				Unit - Ch02_RandomEncounters: DrukhariKabaliteSniperRandomEncounter, Unit - Ch03_CommorraghArena: DrukhariKabaliteHeavy_Arena, Chest - DrukhariAttackOnShip: DrukhariAttack_WeaponLoot	ViralToxin_Power6_ForWeapon_Feature
Epiphany_PowerSword_Item		If the wielder kills an enemy with <b>Charge</b>, this {g|Encyclopedia:Ability}ability{/g} has no {g|Encyclopedia:Cooldown}cooldown{/g}.	PowerSword	Melee	Power	Sword	false	false	13	23	30	0	0	0	0	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	PowerSword_AbilityFXSettings		OneHandedSword_AoEAbility	AOE	2	PowerSword_AbilityFXSettings			None					None					None				Unit - ExportedPregens: Sayonara_39lvl_Abelard_ExportedPregen, Unit - HeinrixCompanion: HeinrixCompanion_Ch04_TrueStart	Epiphany_PowerSword_Feature	Parry10_Feature
EvisceratorCH5Unique_Item	Saint Katherine's Adulation	Grants +80% {g|Encyclopedia:CritChancesAndCritDamageGlossary}critical damage{/g} and a special {g|Encyclopedia:Ability}ability{/g} that allows the wielder to perform three consecutive attacks on an enemy.	ChainSword	Melee	Chain	Sword	false	true	34	59	30	0	0	0	15	1	-1	SwordsMeleeAttack_Ability	SingleShot	1	ChainSword_AbilityFXSettings		MeleeAoESTwoHandedSword_ability	AOE	2	ChainSword_AbilityFXSettings		EvisceratorCH5Unique_Ability	Custom	2	ChainSword_AbilityFXSettings	e1649b252e6d4ff6b12e4fe207989feb		None					None				Unit - HeinrixCompanion: HeinrixCompanion_Ch05_Finale, Unit - HeinrixCompanion: HeinrixCompanion_Ch05_TrueStart, Chest - CR0: ImperiumMilitary_GoodLoot	Parry10_Feature	EvisceratorCH5Unique_Feature	ChainCritDamage50_Feature
ExpandedStubRevolver_Item	[Orthlack-Pattern] Stub Revolver		Pistol	Pistol	Solid	false	false	false	10	14	15	0	0	3	15	8	8	SingleShot_PistolAbility	SingleShot	1	SolidPistolProjectile_Shot_AbilityFXSettings		BurstFire_PistolAbility	Burst	2	SolidPistolProjectile_Shot_AbilityFXSettings		ReloadAbility	Reload	1	SolidPistolProjectile_Shot_AbilityFXSettings			None					None				Unit - JaeCompanion: JaeCompanion_Gamescom, Vendor - LiegeChapter2_VendorTable_Base 12PF	SolidProjectileWeapon_Feature
FlamerCH05Unique_Item	Purging Fury	The first attack with this flamer in combat deals additional {g|Encyclopedia:DirectDamage}direct damage{/g} to xenos, psykers, and daemons, equal to 10% of the target's {g|Encyclopedia:MaxWounds}maximum wounds{/g}. The {g|Encyclopedia:BurningEffect}burning{/g} effect applied by this flamer deals additional {g|Encyclopedia:DamageGlossary}damage{/g} equal to 2% of the target's maximum {g|Encyclopedia:HitPoints}wounds{/g} to xenos, psykers, and daemons.	Flame	Basic	Flame	false	false	true	45	74	15	0	0	0	0	10	6	Flamer_LinearTemplate10_Ability	AOE	1	Flamer10_Line_AbilityFXSettings	FlamersBurning_AdditionalEffect	Flamer_WideTemplate10_Ability	AOE	2	Flamer10_Wide_AbilityFXSettings	FlamersBurning_AdditionalEffect	ReloadAbility	Reload	3	Flamer7_Line_AbilityFXSettings			None					None				Unit - ArgentaCompanion: ArgentaCompanion_Ch05_Finale, Unit - ArgentaCompanion: ArgentaCompanion_Ch05_TrueStart, Chest - NecronLair_3: ImperiumMilitary_GoodCorpse	FlamerCH05UniqueBurnPower_Feature	FlamerCH05Unique_Feature	Burning_Power12_ForWeapon_Feature
FlamerCutscene_Item	Flamer	Flame weapons have 2 special area attacks with different areas of effect.	Flame	Basic	Flame	false	false	true	9	14	5	0	0	0	0	7	6	Flamer_LinearTemplate_Ability	AOE	1	FlamerCutscene_Line_AbilityFXSettings	FlamersBurning_AdditionalEffect	Flamer_WideTemplate_Ability	AOE	2	FlamerCutscene_Line_AbilityFXSettings	FlamersBurning_AdditionalEffect	ReloadAbility	Reload	3	FlamerCutscene_Line_AbilityFXSettings			None					None				Unit - DLC1_LowerTunnels: LT_EnforcerFlamer	Burning_Power10_ForWeapon_Feature
FlamerDragonsBreath_Item	Breath of Purgation	For each target {g|Encyclopedia:HitSequenceGlossary}hit{/g} by this flamer's attack, the power of {g|Encyclopedia:BurningEffect}burning{/g} inflicted by this flamer's attacks is increased by +3 until the end of combat.	Flame	Basic	Flame	false	false	true	23	34	15	0	0	0	0	7	6	Flamer_LinearTemplate_Ability	AOE	1	Flamer7_Line_AbilityFXSettings	FlamersBurning_AdditionalEffect		None				ReloadAbility	Reload	3	Flamer7_Line_AbilityFXSettings			None					None				Vendor - LiegeChapter4_VendorTable_Base 86PF	FlamerDragonsBreath_Feature	Burning_Power12_ForWeapon_Feature
FlamerPistolCH2Unique_Item	Reconstructed Flamer Pistol	When {g|Encyclopedia:HitSequenceGlossary}hit{/g} by this weapon, all {g|Encyclopedia:MeleeAttacksGlossary}melee attacks{/g} against the target gain +10% {g|Encyclopedia:CritChancesAndCritDamageGlossary}critical hit chance{/g} and +15% critical {g|Encyclopedia:DamageGlossary}damage{/g} for 2 {g|Encyclopedia:Turn}turns{/g}.	Flame	Pistol	Flame	false	false	false	13	19	5	0	0	0	0	4	6	FlamePistol_LinearTemplate_Ability	AOE	1	Flamer4_Line_AbilityFXSettings	FlamersBurning_AdditionalEffect	FlamerPistol_WideTemplate_Ability	AOE	2	Flamer4_Wide_AbilityFXSettings	FlamersBurning_AdditionalEffect	ReloadAbility	Reload	2				None					None				Vendor - DrusianChapter2_VendorTable_Base 35PF	FlamerPistolCH2Unique_Feature	Burning_Power10_ForWeapon_Feature
FlamerPistolExploder_Item	The Exploder	Whenever the wielder kills a target with this hand flamer, the target explodes, dealing {uip|Damage|867dd79aad8443dd9b978a99f6dfe744} {g|Encyclopedia:FireDamage}fire damage{/g} to all creatures in a 2-cell radius and applies {g|Encyclopedia:BurningEffect}burning{/g} (9).	Flame	Pistol	Flame	false	false	false	19	28	5	0	0	0	0	4	6	FlamePistol_LinearTemplate_Ability	AOE	1	Flamer4_Line_AbilityFXSettings	FlamersBurning_AdditionalEffect	FlamerPistol_WideTemplate_Ability	AOE	2	Flamer4_Wide_AbilityFXSettings	FlamersBurning_AdditionalEffect	ReloadAbility	Reload	1				None					None				Unit - HeinrixCompanion: HeinrixCompanion_Ch04_TrueStart, Chest - CR33: ImperiumMilitary_PrisonPit01	FlamerPistolExploder_Feature	Burning_Power12_ForWeapon_Feature
